web_scraper_order,web_scraper_start_url,nom,prix,adresse,image
"1771781976-371","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Monday","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg"
"1771781976-372","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pignon Monday","175 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg"
"1771781976-373","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg"
"1771781976-374","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","3 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg"
"1771781976-375","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules cou-nues","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg"
"1771781976-376","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets bleue d'hollande","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg"
"1771781976-377","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","Prix sur demande","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg"
"1771781976-378","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","2 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg"
"1771781976-379","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pintade","10 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg"
"1771781976-380","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Baraman","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg"
"1771781976-381","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg"
"1771781976-382","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg"
"1771781976-383","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet local","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg"
"1771781976-384","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg"
"1771781976-385","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Perroquet","40 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg"
"1771781976-386","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Dinde","15 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg"
"1771781976-387","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg"
"1771781979-388","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg"
"1771781979-389","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle herminé pur sang","45 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg"
"1771781979-390","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahman","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803369_uploaded_image1_1659011427.jpg"
"1771781979-391","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahma","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg"
"1771781979-392","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelles Manteau Opal","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg"
"1771781979-393","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","2 800CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3799302_uploaded_image1_1658780673.jpg"
"1771781979-394","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapin nain","60 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg"
"1771781979-395","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet d'ornement","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3795149_uploaded_image1_1658494666.jpg"
"1771781979-396","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets frais","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg"
"1771781979-397","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets Hollande","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg"
"1771781979-398","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple lapin nain","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1771781979-399","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","15 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg"
"1771781979-400","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapin","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg"
"1771781979-401","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg"
"1771781979-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins chair","28 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg"
"1771781979-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons voyageurs","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg"
"1771781979-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahmane","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg"
"1771781979-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet de chair","2 500CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg"
"1771781979-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg"
"1771781979-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","27 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg"
"1771781979-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins 1 jour","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg"
"1771781979-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg"
"1771781979-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahma","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg"
"1771781979-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahmâ","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg"
"1771781979-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg"
"1771781979-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg"
"1771781979-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapin couple","65 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg"
"1771781979-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule couple brahman","50 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg"
"1771781979-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg"
"1771781979-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poules Bantam","80 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg"
"1771781979-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg"
"1771781979-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahma Perdrix","35 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg"
"1771781979-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Cochin femelle frisé","40 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg"
"1771781979-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon dragon","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg"
"1771781979-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg"
"1771781979-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapereaux","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg"
"1771781979-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Eclosion - 16000 poussins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg"
"1771781979-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg"
"1771781979-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg"
"1771781979-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659931_uploaded_image1_1650357026.jpg"
"1771781979-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659922_uploaded_image1_1650356719.jpg"
"1771781979-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3658331_uploaded_image1_1650244788.jpg"
"1771781979-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3624677_uploaded_image1_1648325393.jpg"
"1771781979-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oiseaux","80 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3620766_uploaded_image1_1648057839.jpg"
"1771781979-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Bambey, Sénégal","https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg"
"1771781979-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon femelle texan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg"
"1771781979-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Trio poussins Brahma","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3599688_uploaded_image1_1646764114.jpg"
"1771781979-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poussins brahma","20 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3595177_uploaded_image1_1646493730.jpg"
"1771781979-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3594110_uploaded_image1_1646425965.jpg"
"1771781979-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg"
"1771781979-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Cochin","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg"
"1771781979-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Cochin","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg"
"1771781979-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3575471_uploaded_image1_1645369161.jpg"
"1771781979-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule  Brahma","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3569532_uploaded_image1_1644995089.jpg"
"1771781979-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahman","50 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3556200_uploaded_image1_1644096446.jpg"
"1771781979-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oeuf poulet Brahma","2 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3556035_uploaded_image1_1644085287.jpg"
"1771781979-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3548688_uploaded_image1_1643733991.jpg"
"1771781979-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule pondeuse","45 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546233_uploaded_image1_1643636475.jpg"
"1771781979-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin brahman","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546230_uploaded_image1_1643636330.jpg"
"1771781979-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahman","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546219_uploaded_image1_1643635974.jpg"
"1771781979-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","45 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg"
"1771781979-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lot de 3 pigeons","25 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544488_uploaded_image1_1643489629.jpg"
"1771781979-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle opal rosa","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg"
"1771781979-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg"
"1771781979-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg"
"1771781979-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg"
"1771781979-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin coucou","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg"
"1771781979-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg"
"1771781979-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet","25 003 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg"
"1771781979-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg"
"1771781979-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle manteau Opale","60 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg"
"1771781979-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins Angoura","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg"
"1771781979-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg"
"1771781979-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg"
"1771781979-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Bleue Hollandaise","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg"
"1771781979-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Crimpan","75 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg"
"1771781979-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg"
"1771781979-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Jeune mâle Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg"
"1771781979-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule cou nue","16 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg"
"1771781979-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple pigeons cravate","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg"
"1771781979-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg"
"1771781979-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg"
"1771781979-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447997_uploaded_image1_1637496004.jpg"
"1771781979-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Voyageur","17 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3444824_uploaded_image1_1637284415.jpg"
"1771781983-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg"
"1771781983-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs  manteau","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg"
"1771781983-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons frisés milanais","200 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg"
"1771781983-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeon","10 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg"
"1771781983-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg"
"1771781983-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons paons indiens","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg"
"1771781983-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Inde","4 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg"
"1771781983-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg"
"1771781983-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereau géant fauve","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg"
"1771781983-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons texans","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1771781983-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Paon Indien","55 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg"
"1771781983-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Diamant Mandarin","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1771781983-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg"
"1771781983-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg"
"1771781983-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahman","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg"
"1771781983-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon  Mondains","100 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg"
"1771781983-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons  voyageurs à manteau","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg"
"1771781983-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq  Brahman","43 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg"
"1771781983-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg"
"1771781983-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg"
"1771781983-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins cou nu","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg"
"1771781983-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin papillon","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg"
"1771781983-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin femelle Angora","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg"
"1771781983-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","15 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg"
"1771781983-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin Angora","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg"
